Date;Time;PizzaType;Quantity;Size;PriceEUR;Waiter;Table;InvoiceNumber
2025-10-25;14:41;Pizza Prosciutto;2;Large;22,5;Maria;7;52539
2025-10-25;13:34;Pizza Margherita;3;Medium;24,0;Jonas;9;52540
2025-10-25;18:15;Pizza Funghi;2;Small;18,0;Maria;2;52541
2025-10-25;11:12;Pizza Funghi;2;Small;18,0;Leon;9;52542
2025-10-25;11:35;Pizza Prosciutto;3;Medium;27,0;Jonas;11;52543
2025-10-25;12:42;Pizza Margherita;1;Small;8,0;Maria;12;52544
2025-10-25;12:32;Pizza Diavola;3;Small;30,0;Maria;2;52545
2025-10-25;13:14;Pizza Salami;2;Large;22,5;Maria;11;52546
2025-10-25;19:19;Pizza Margherita;3;Large;30,0;Luca;1;52547
2025-10-25;21:41;Pizza Margherita;2;Small;16,0;Luca;8;52548
2025-10-25;14:13;Pizza Prosciutto;1;Large;11,25;Jonas;5;52549
2025-10-25;11:17;Pizza Diavola;1;Medium;10,0;Maria;12;52550
2025-10-25;18:36;Pizza Hawaii;1;Small;9,0;Maria;5;52551
2025-10-25;11:20;Pizza Funghi;1;Small;9,0;Jonas;11;52552
2025-10-25;11:49;Pizza Hawaii;1;Medium;9,0;Maria;1;52553
2025-10-25;12:56;Pizza Salami;3;Large;33,75;Luca;5;52554
2025-10-25;17:16;Pizza Hawaii;1;Large;11,25;Luca;4;52555
2025-10-25;14:57;Pizza Margherita;3;Large;30,0;Luca;4;52556
2025-10-25;12:48;Pizza Hawaii;1;Medium;9,0;Luca;3;52557
2025-10-25;22:05;Pizza Hawaii;2;Large;22,5;Mark;4;52558
2025-10-25;11:04;Pizza Prosciutto;2;Small;18,0;Jonas;6;52559
2025-10-25;17:01;Pizza Prosciutto;2;Small;18,0;Luca;9;52560
2025-10-25;14:50;Pizza Margherita;1;Small;8,0;Jonas;1;52561
2025-10-25;20:23;Pizza Salami;3;Small;27,0;Sophie;5;52562
2025-10-25;20:58;Pizza Prosciutto;2;Small;18,0;Luca;6;52563
2025-10-25;19:48;Pizza Diavola;3;Medium;30,0;Maria;12;52564
2025-10-25;18:03;Pizza Funghi;2;Small;18,0;Jonas;8;52565
2025-10-25;21:14;Pizza Diavola;2;Large;25,0;Leon;3;52566
2025-10-25;12:26;Pizza Hawaii;1;Medium;9,0;Jonas;6;52567
2025-10-25;12:27;Pizza Margherita;2;Large;20,0;Sophie;1;52568
2025-10-25;18:24;Pizza Margherita;2;Medium;16,0;Sophie;2;52569
2025-10-25;14:32;Pizza Diavola;2;Large;25,0;Mark;8;52570
2025-10-25;12:38;Pizza Hawaii;3;Small;27,0;Luca;1;52571
2025-10-25;18:42;Pizza Diavola;3;Large;37,5;Maria;8;52572
2025-10-25;13:55;Pizza Margherita;2;Small;16,0;Jonas;3;52573
2025-10-25;14:27;Pizza Margherita;1;Medium;8,0;Jonas;1;52574
2025-10-25;21:07;Pizza Salami;3;Large;33,75;Leon;5;52575
2025-10-25;22:39;Pizza Prosciutto;2;Medium;18,0;Mark;12;52576
2025-10-25;14:05;Pizza Margherita;2;Medium;16,0;Maria;4;52577
2025-10-25;13:44;Pizza Hawaii;3;Small;27,0;Jonas;2;52578
2025-10-25;19:39;Pizza Diavola;2;Small;20,0;Maria;6;52579
2025-10-25;11:54;Pizza Salami;1;Small;9,0;Luca;8;52580
2025-10-25;19:36;Pizza Prosciutto;2;Medium;18,0;Luca;2;52581
2025-10-25;22:18;Pizza Diavola;1;Large;12,5;Jonas;12;52582
2025-10-25;22:54;Pizza Funghi;1;Small;9,0;Maria;3;52583
2025-10-25;13:52;Pizza Hawaii;1;Large;11,25;Maria;7;52584
2025-10-25;18:03;Pizza Funghi;2;Small;18,0;Maria;3;52585
2025-10-25;19:54;Pizza Hawaii;3;Medium;27,0;Leon;2;52586
2025-10-25;19:32;Pizza Salami;1;Small;9,0;Leon;2;52587
2025-10-25;18:04;Pizza Hawaii;3;Small;27,0;Leon;3;52588
2025-10-25;11:08;Pizza Diavola;2;Medium;20,0;Jonas;11;52589
2025-10-25;19:59;Pizza Hawaii;1;Large;11,25;Luca;1;52590
2025-10-26;20:43;Pizza Hawaii;1;Small;9,0;Mark;3;52591
2025-10-26;12:21;Pizza Hawaii;3;Medium;27,0;Maria;1;52592
2025-10-26;22:25;Pizza Diavola;1;Large;12,5;Jonas;7;52593
2025-10-26;12:32;Pizza Salami;1;Small;9,0;Maria;3;52594
2025-10-26;12:40;Pizza Prosciutto;3;Small;27,0;Sophie;5;52595
2025-10-26;12:10;Pizza Salami;1;Small;9,0;Jonas;10;52596
2025-10-26;14:21;Pizza Diavola;1;Large;12,5;Maria;9;52597
2025-10-26;19:29;Pizza Salami;3;Small;27,0;Maria;3;52598
2025-10-26;11:19;Pizza Salami;1;Small;9,0;Jonas;4;52599
2025-10-26;18:34;Pizza Margherita;3;Large;30,0;Mark;12;52600
2025-10-26;11:19;Pizza Prosciutto;1;Medium;9,0;Maria;6;52601
2025-10-26;19:03;Pizza Funghi;2;Large;22,5;Maria;3;52602
2025-10-26;22:14;Pizza Hawaii;3;Medium;27,0;Luca;5;52603
2025-10-26;11:52;Pizza Hawaii;1;Medium;9,0;Jonas;4;52604
2025-10-26;22:35;Pizza Diavola;1;Small;10,0;Luca;5;52605
2025-10-26;19:59;Pizza Funghi;1;Large;11,25;Luca;10;52606
2025-10-26;19:32;Pizza Salami;2;Medium;18,0;Leon;3;52607
2025-10-26;19:26;Pizza Diavola;2;Large;25,0;Jonas;12;52608
2025-10-26;12:13;Pizza Prosciutto;1;Large;11,25;Jonas;6;52609
2025-10-26;19:18;Pizza Funghi;2;Large;22,5;Luca;8;52610
2025-10-26;19:19;Pizza Funghi;1;Medium;9,0;Luca;2;52611
2025-10-26;14:13;Pizza Hawaii;2;Small;18,0;Luca;9;52612
2025-10-26;22:47;Pizza Salami;1;Small;9,0;Jonas;4;52613
2025-10-26;13:02;Pizza Diavola;2;Medium;20,0;Maria;1;52614
2025-10-26;20:19;Pizza Hawaii;1;Small;9,0;Luca;2;52615
2025-10-26;17:58;Pizza Funghi;3;Medium;27,0;Sophie;12;52616
2025-10-26;19:46;Pizza Margherita;2;Medium;16,0;Maria;5;52617
2025-10-26;11:35;Pizza Prosciutto;1;Small;9,0;Mark;11;52618
2025-10-26;14:32;Pizza Salami;1;Large;11,25;Jonas;9;52619
2025-10-26;21:34;Pizza Margherita;1;Large;10,0;Leon;11;52620
2025-10-26;12:40;Pizza Funghi;3;Small;27,0;Jonas;12;52621
2025-10-26;18:40;Pizza Prosciutto;1;Small;9,0;Luca;12;52622
2025-10-26;17:55;Pizza Funghi;3;Medium;27,0;Eva;3;52623
2025-10-26;21:48;Pizza Funghi;2;Medium;18,0;Leon;11;52624
2025-10-26;13:45;Pizza Funghi;2;Small;18,0;Leon;6;52625
2025-10-26;21:04;Pizza Margherita;1;Small;8,0;Maria;3;52626
2025-10-26;17:52;Pizza Margherita;1;Small;8,0;Sophie;8;52627
2025-10-26;17:03;Pizza Hawaii;3;Medium;27,0;Jonas;2;52628
2025-10-26;17:07;Pizza Prosciutto;1;Medium;9,0;Eva;1;52629
2025-10-26;20:53;Pizza Salami;2;Medium;18,0;Luca;7;52630
2025-10-26;17:18;Pizza Salami;2;Medium;18,0;Maria;2;52631
2025-10-26;12:39;Pizza Salami;1;Large;11,25;Jonas;4;52632
2025-10-26;20:56;Pizza Diavola;1;Medium;10,0;Luca;5;52633
2025-10-26;20:27;Pizza Hawaii;2;Medium;18,0;Luca;2;52634
2025-10-26;19:21;Pizza Prosciutto;2;Small;18,0;Leon;12;52635
2025-10-26;13:54;Pizza Hawaii;1;Large;11,25;Eva;6;52636
2025-10-26;22:05;Pizza Funghi;2;Large;22,5;Eva;7;52637
2025-10-26;11:11;Pizza Margherita;2;Small;16,0;Maria;3;52638
2025-10-26;14:18;Pizza Hawaii;2;Small;18,0;Luca;7;52639
2025-10-26;21:44;Pizza Margherita;1;Large;10,0;Jonas;9;52640
2025-10-27;13:47;Pizza Prosciutto;1;Large;11,25;Luca;2;52641
2025-10-27;11:12;Pizza Hawaii;1;Medium;9,0;Maria;3;52642
2025-10-27;12:48;Pizza Hawaii;2;Medium;18,0;Luca;5;52643
2025-10-27;20:59;Pizza Margherita;1;Large;10,0;Luca;2;52644
2025-10-27;11:52;Pizza Hawaii;1;Small;9,0;Maria;2;52645
2025-10-27;12:42;Pizza Salami;2;Small;18,0;Maria;8;52646
2025-10-27;17:23;Pizza Salami;1;Large;11,25;Jonas;9;52647
2025-10-27;11:23;Pizza Salami;1;Small;9,0;Maria;6;52648
2025-10-27;13:54;Pizza Diavola;1;Medium;10,0;Maria;8;52649
2025-10-27;14:10;Pizza Prosciutto;2;Small;18,0;Eva;3;52650
2025-10-27;21:45;Pizza Margherita;1;Large;10,0;Jonas;6;52651
2025-10-27;14:18;Pizza Funghi;1;Medium;9,0;Leon;9;52652
2025-10-27;20:47;Pizza Hawaii;1;Medium;9,0;Mark;9;52653
2025-10-27;20:57;Pizza Margherita;1;Medium;8,0;Luca;8;52654
2025-10-27;13:45;Pizza Prosciutto;3;Small;27,0;Jonas;1;52655
2025-10-27;17:46;Pizza Funghi;2;Large;22,5;Leon;2;52656
2025-10-27;14:29;Pizza Salami;1;Small;9,0;Leon;4;52657
2025-10-28;21:18;Pizza Diavola;3;Small;30,0;Luca;11;52658
2025-10-28;14:48;Pizza Salami;1;Small;9,0;Leon;10;52659
2025-10-28;13:14;Pizza Prosciutto;1;Medium;9,0;Eva;2;52660
2025-10-28;21:40;Pizza Salami;2;Large;22,5;Maria;5;52661
2025-10-28;13:12;Pizza Funghi;2;Medium;18,0;Eva;12;52662
2025-10-28;19:53;Pizza Funghi;1;Large;11,25;Maria;2;52663
2025-10-28;20:02;Pizza Salami;2;Small;18,0;Jonas;10;52664
2025-10-28;12:28;Pizza Hawaii;2;Small;18,0;Luca;5;52665
2025-10-28;22:39;Pizza Funghi;2;Medium;18,0;Sophie;7;52666
2025-10-28;12:11;Pizza Margherita;3;Medium;24,0;Maria;1;52667
2025-10-28;13:44;Pizza Diavola;3;Medium;30,0;Jonas;10;52668
2025-10-28;11:48;Pizza Margherita;3;Large;30,0;Maria;6;52669
2025-10-28;13:23;Pizza Margherita;1;Small;8,0;Maria;5;52670
2025-10-28;11:53;Pizza Prosciutto;3;Small;27,0;Maria;5;52671
2025-10-28;13:44;Pizza Prosciutto;3;Medium;27,0;Eva;4;52672
2025-10-28;22:57;Pizza Diavola;2;Medium;20,0;Mark;6;52673
2025-10-28;12:31;Pizza Prosciutto;3;Large;33,75;Jonas;2;52674
2025-10-28;14:14;Pizza Diavola;1;Medium;10,0;Maria;12;52675
2025-10-28;14:10;Pizza Salami;2;Large;22,5;Eva;9;52676
2025-10-28;12:35;Pizza Diavola;1;Small;10,0;Jonas;7;52677
2025-10-28;18:55;Pizza Diavola;1;Large;12,5;Eva;3;52678
2025-10-28;21:55;Pizza Diavola;1;Small;10,0;Leon;1;52679
2025-10-28;14:18;Pizza Salami;1;Small;9,0;Leon;5;52680
2025-10-28;18:27;Pizza Prosciutto;3;Medium;27,0;Jonas;2;52681
2025-10-28;13:26;Pizza Margherita;2;Small;16,0;Maria;10;52682
2025-10-28;17:37;Pizza Salami;1;Small;9,0;Mark;10;52683
2025-10-28;20:55;Pizza Funghi;2;Medium;18,0;Maria;12;52684
2025-10-28;14:48;Pizza Margherita;1;Small;8,0;Maria;1;52685
2025-10-28;22:55;Pizza Diavola;3;Large;37,5;Leon;4;52686
2025-10-29;20:25;Pizza Margherita;3;Small;24,0;Maria;11;52687
2025-10-29;13:26;Pizza Salami;2;Large;22,5;Jonas;1;52688
2025-10-29;12:58;Pizza Salami;1;Small;9,0;Jonas;1;52689
2025-10-29;12:41;Pizza Diavola;1;Medium;10,0;Maria;12;52690
2025-10-29;21:41;Pizza Margherita;1;Large;10,0;Maria;6;52691
2025-10-29;12:03;Pizza Salami;2;Medium;18,0;Maria;11;52692
2025-10-29;17:28;Pizza Funghi;1;Large;11,25;Luca;1;52693
2025-10-29;22:51;Pizza Funghi;1;Large;11,25;Sophie;9;52694
2025-10-29;14:21;Pizza Margherita;1;Large;10,0;Maria;11;52695
2025-10-29;11:12;Pizza Hawaii;2;Medium;18,0;Maria;11;52696
2025-10-29;11:58;Pizza Prosciutto;3;Medium;27,0;Jonas;11;52697
2025-10-29;12:33;Pizza Prosciutto;1;Small;9,0;Luca;1;52698
2025-10-29;11:20;Pizza Funghi;2;Medium;18,0;Jonas;3;52699
2025-10-29;21:43;Pizza Margherita;3;Small;24,0;Maria;5;52700
2025-10-29;19:00;Pizza Salami;3;Medium;27,0;Luca;10;52701
2025-10-29;13:12;Pizza Margherita;3;Large;30,0;Sophie;12;52702
2025-10-29;20:50;Pizza Margherita;1;Small;8,0;Jonas;8;52703
2025-10-30;18:39;Pizza Margherita;2;Medium;16,0;Luca;11;52704
2025-10-30;18:18;Pizza Funghi;1;Small;9,0;Maria;3;52705
2025-10-30;20:04;Pizza Margherita;1;Medium;8,0;Jonas;3;52706
2025-10-30;22:18;Pizza Margherita;3;Medium;24,0;Luca;6;52707
2025-10-30;21:33;Pizza Diavola;3;Large;37,5;Mark;6;52708
2025-10-30;13:11;Pizza Prosciutto;2;Medium;18,0;Maria;2;52709
2025-10-30;13:38;Pizza Salami;1;Small;9,0;Eva;8;52710
2025-10-30;20:40;Pizza Diavola;2;Large;25,0;Jonas;7;52711
2025-10-30;12:16;Pizza Funghi;3;Medium;27,0;Luca;3;52712
2025-10-30;14:43;Pizza Diavola;2;Medium;20,0;Jonas;8;52713
2025-10-30;18:35;Pizza Diavola;2;Medium;20,0;Leon;2;52714
2025-10-30;22:23;Pizza Salami;3;Medium;27,0;Luca;6;52715
2025-10-30;13:56;Pizza Margherita;3;Small;24,0;Maria;4;52716
2025-10-30;19:52;Pizza Diavola;2;Large;25,0;Mark;2;52717
2025-10-30;14:50;Pizza Diavola;3;Large;37,5;Maria;7;52718
2025-10-31;21:34;Pizza Salami;3;Medium;27,0;Luca;9;52719
2025-10-31;14:44;Pizza Diavola;1;Large;12,5;Luca;6;52720
2025-10-31;17:31;Pizza Funghi;3;Small;27,0;Luca;11;52721
2025-10-31;13:58;Pizza Margherita;1;Small;8,0;Maria;5;52722
2025-10-31;22:30;Pizza Diavola;3;Small;30,0;Jonas;5;52723
2025-10-31;14:21;Pizza Diavola;1;Small;10,0;Sophie;5;52724
2025-10-31;13:53;Pizza Salami;2;Large;22,5;Jonas;6;52725
2025-10-31;12:20;Pizza Salami;2;Large;22,5;Sophie;8;52726
2025-10-31;13:55;Pizza Prosciutto;2;Small;18,0;Maria;1;52727
2025-10-31;19:18;Pizza Diavola;2;Small;20,0;Luca;4;52728
2025-10-31;17:39;Pizza Margherita;3;Small;24,0;Luca;2;52729
2025-10-31;13:00;Pizza Prosciutto;1;Large;11,25;Luca;7;52730
2025-10-31;21:12;Pizza Margherita;1;Medium;8,0;Eva;10;52731
2025-10-31;17:00;Pizza Hawaii;3;Large;33,75;Luca;1;52732
2025-10-31;17:33;Pizza Margherita;2;Small;16,0;Maria;2;52733
2025-10-31;14:29;Pizza Funghi;3;Medium;27,0;Luca;4;52734
2025-10-31;13:07;Pizza Margherita;3;Large;30,0;Maria;7;52735
2025-10-31;21:44;Pizza Margherita;2;Small;16,0;Maria;10;52736
2025-10-31;13:58;Pizza Funghi;2;Large;22,5;Luca;9;52737
2025-10-31;14:16;Pizza Margherita;3;Large;30,0;Luca;2;52738
2025-10-31;20:15;Pizza Salami;2;Small;18,0;Maria;9;52739
2025-10-31;12:25;Pizza Diavola;1;Medium;10,0;Maria;3;52740
2025-10-31;20:33;Pizza Hawaii;3;Large;33,75;Luca;12;52741
2025-10-31;13:13;Pizza Salami;2;Medium;18,0;Luca;11;52742
2025-10-31;12:28;Pizza Hawaii;3;Small;27,0;Mark;3;52743
2025-10-31;11:16;Pizza Hawaii;1;Large;11,25;Jonas;2;52744
2025-10-31;11:20;Pizza Prosciutto;3;Large;33,75;Maria;5;52745
2025-10-31;11:24;Pizza Salami;2;Small;18,0;Luca;1;52746
2025-10-31;13:22;Pizza Prosciutto;2;Medium;18,0;Sophie;7;52747
2025-11-01;22:51;Pizza Hawaii;2;Small;18,0;Luca;11;51899
2025-11-01;14:45;Pizza Margherita;1;Small;8,0;Maria;10;51900
2025-11-01;22:29;Pizza Prosciutto;3;Large;33,75;Maria;3;51901
2025-11-01;13:22;Pizza Hawaii;2;Medium;18,0;Maria;5;51902
2025-11-01;13:13;Pizza Salami;2;Large;22,5;Mark;11;51903
2025-11-01;12:10;Pizza Diavola;1;Small;10,0;Jonas;1;51904
2025-11-01;17:30;Pizza Diavola;1;Small;10,0;Jonas;8;51905
2025-11-01;18:17;Pizza Funghi;2;Large;22,5;Jonas;7;51906
2025-11-01;18:07;Pizza Prosciutto;1;Large;11,25;Jonas;12;51907
2025-11-01;14:56;Pizza Diavola;1;Medium;10,0;Eva;7;51908
2025-11-01;17:00;Pizza Salami;3;Small;27,0;Jonas;6;51909
2025-11-01;13:33;Pizza Hawaii;2;Large;22,5;Leon;11;51910
2025-11-01;21:18;Pizza Prosciutto;1;Large;11,25;Jonas;10;51911
2025-11-01;14:11;Pizza Hawaii;3;Medium;27,0;Luca;8;51912
2025-11-01;12:22;Pizza Prosciutto;2;Large;22,5;Maria;3;51913
2025-11-01;20:26;Pizza Funghi;1;Large;11,25;Jonas;3;51914
2025-11-01;18:46;Pizza Funghi;3;Medium;27,0;Leon;2;51915
2025-11-01;13:12;Pizza Salami;1;Medium;9,0;Maria;1;51916
2025-11-01;20:10;Pizza Funghi;1;Small;9,0;Maria;7;51917
2025-11-01;17:29;Pizza Diavola;1;Small;10,0;Jonas;8;51918
2025-11-01;13:18;Pizza Hawaii;1;Medium;9,0;Luca;8;51919
2025-11-01;11:53;Pizza Margherita;3;Large;30,0;Maria;7;51920
2025-11-01;17:34;Pizza Hawaii;3;Large;33,75;Luca;10;51921
2025-11-01;14:13;Pizza Funghi;3;Large;33,75;Jonas;9;51922
2025-11-01;14:06;Pizza Diavola;1;Large;12,5;Maria;6;51923
2025-11-01;11:12;Pizza Hawaii;3;Small;27,0;Sophie;9;51924
2025-11-01;17:08;Pizza Funghi;2;Large;22,5;Jonas;6;51925
2025-11-01;14:21;Pizza Margherita;1;Medium;8,0;Jonas;4;51926
2025-11-01;21:44;Pizza Hawaii;2;Medium;18,0;Jonas;5;51927
2025-11-01;14:06;Pizza Funghi;2;Large;22,5;Luca;1;51928
2025-11-01;22:43;Pizza Diavola;1;Medium;10,0;Jonas;12;51929
2025-11-01;22:53;Pizza Margherita;1;Medium;8,0;Jonas;4;51930
2025-11-01;20:42;Pizza Diavola;3;Small;30,0;Mark;4;51931
2025-11-01;17:53;Pizza Salami;2;Small;18,0;Luca;7;51932
2025-11-01;20:46;Pizza Hawaii;1;Large;11,25;Eva;8;51933
2025-11-01;21:36;Pizza Salami;2;Large;22,5;Jonas;3;51934
2025-11-01;12:16;Pizza Salami;2;Small;18,0;Luca;9;51935
2025-11-01;11:02;Pizza Salami;3;Large;33,75;Jonas;3;51936
2025-11-01;14:53;Pizza Margherita;1;Large;10,0;Luca;2;51937
2025-11-01;14:57;Pizza Salami;2;Large;22,5;Maria;9;51938
2025-11-01;20:54;Pizza Salami;3;Medium;27,0;Leon;5;51939
2025-11-01;14:57;Pizza Salami;3;Medium;27,0;Mark;3;51940
2025-11-01;18:58;Pizza Diavola;3;Medium;30,0;Jonas;9;51941
2025-11-01;18:36;Pizza Prosciutto;2;Large;22,5;Maria;12;51942
2025-11-01;14:52;Pizza Margherita;1;Large;10,0;Luca;4;51943
2025-11-01;18:06;Pizza Funghi;1;Large;11,25;Maria;11;51944
2025-11-01;14:15;Pizza Diavola;3;Large;37,5;Luca;9;51945
2025-11-01;21:06;Pizza Funghi;3;Large;33,75;Jonas;2;51946
2025-11-01;19:07;Pizza Prosciutto;1;Large;11,25;Jonas;11;51947
2025-11-02;21:21;Pizza Margherita;3;Medium;24,0;Jonas;5;51948
2025-11-02;13:28;Pizza Salami;1;Small;9,0;Luca;7;51949
2025-11-02;18:27;Pizza Diavola;1;Small;10,0;Luca;5;51950
2025-11-02;20:25;Pizza Diavola;2;Medium;20,0;Luca;1;51951
2025-11-02;21:55;Pizza Margherita;2;Medium;16,0;Jonas;1;51952
2025-11-02;20:21;Pizza Prosciutto;1;Medium;9,0;Jonas;12;51953
2025-11-02;12:43;Pizza Funghi;3;Small;27,0;Jonas;7;51954
2025-11-02;12:24;Pizza Diavola;2;Large;25,0;Sophie;12;51955
2025-11-02;13:10;Pizza Margherita;1;Small;8,0;Mark;7;51956
2025-11-02;20:46;Pizza Margherita;3;Medium;24,0;Eva;1;51957
2025-11-02;19:00;Pizza Margherita;1;Medium;8,0;Maria;4;51958
2025-11-02;22:23;Pizza Margherita;2;Large;20,0;Maria;10;51959
2025-11-02;13:30;Pizza Funghi;1;Large;11,25;Jonas;4;51960
2025-11-02;18:48;Pizza Prosciutto;2;Medium;18,0;Jonas;2;51961
2025-11-02;14:40;Pizza Diavola;3;Small;30,0;Luca;7;51962
2025-11-02;11:49;Pizza Hawaii;2;Medium;18,0;Maria;3;51963
2025-11-02;21:57;Pizza Diavola;1;Large;12,5;Eva;6;51964
2025-11-02;22:37;Pizza Salami;2;Large;22,5;Eva;3;51965
2025-11-02;18:13;Pizza Prosciutto;2;Large;22,5;Jonas;10;51966
2025-11-02;13:29;Pizza Margherita;3;Medium;24,0;Jonas;9;51967
2025-11-02;11:07;Pizza Prosciutto;1;Small;9,0;Sophie;9;51968
2025-11-02;11:16;Pizza Diavola;3;Small;30,0;Jonas;3;51969
2025-11-02;19:30;Pizza Salami;2;Large;22,5;Luca;6;51970
2025-11-02;14:34;Pizza Diavola;3;Small;30,0;Maria;6;51971
2025-11-02;17:11;Pizza Prosciutto;3;Small;27,0;Mark;9;51972
2025-11-02;12:18;Pizza Margherita;3;Small;24,0;Maria;8;51973
2025-11-02;12:17;Pizza Diavola;2;Large;25,0;Jonas;4;51974
2025-11-02;14:50;Pizza Hawaii;1;Large;11,25;Mark;2;51975
2025-11-02;18:16;Pizza Salami;3;Medium;27,0;Maria;1;51976
2025-11-02;14:01;Pizza Funghi;2;Medium;18,0;Jonas;8;51977
2025-11-02;21:41;Pizza Salami;2;Small;18,0;Jonas;4;51978
2025-11-02;22:00;Pizza Prosciutto;3;Large;33,75;Luca;3;51979
2025-11-02;19:19;Pizza Funghi;2;Large;22,5;Luca;4;51980
2025-11-02;22:43;Pizza Margherita;1;Large;10,0;Mark;2;51981
2025-11-02;20:36;Pizza Diavola;2;Large;25,0;Mark;11;51982
2025-11-02;21:23;Pizza Hawaii;2;Large;22,5;Luca;8;51983
2025-11-02;12:54;Pizza Margherita;3;Medium;24,0;Luca;1;51984
2025-11-02;13:56;Pizza Diavola;1;Medium;10,0;Jonas;4;51985
2025-11-02;11:44;Pizza Prosciutto;2;Medium;18,0;Jonas;7;51986
2025-11-02;22:55;Pizza Salami;3;Medium;27,0;Jonas;2;51987
2025-11-02;19:00;Pizza Funghi;1;Small;9,0;Jonas;2;51988
2025-11-02;17:02;Pizza Margherita;1;Large;10,0;Luca;6;51989
2025-11-02;13:48;Pizza Funghi;3;Small;27,0;Jonas;5;51990
2025-11-02;22:16;Pizza Funghi;2;Small;18,0;Maria;7;51991
2025-11-02;21:19;Pizza Salami;1;Large;11,25;Luca;9;51992
2025-11-02;14:00;Pizza Diavola;2;Small;20,0;Jonas;5;51993
2025-11-02;18:44;Pizza Margherita;3;Small;24,0;Jonas;11;51994
2025-11-02;19:40;Pizza Prosciutto;1;Small;9,0;Jonas;3;51995
2025-11-02;11:16;Pizza Hawaii;2;Small;18,0;Jonas;7;51996
2025-11-02;21:40;Pizza Funghi;1;Large;11,25;Sophie;4;51997
2025-11-02;14:10;Pizza Margherita;3;Large;30,0;Sophie;4;51998
2025-11-02;14:25;Pizza Salami;3;Large;33,75;Leon;3;51999
2025-11-02;14:06;Pizza Diavola;3;Small;30,0;Maria;4;52000
2025-11-02;18:39;Pizza Hawaii;1;Small;9,0;Jonas;1;52001
2025-11-02;14:22;Pizza Funghi;2;Medium;18,0;Luca;5;52002
2025-11-02;18:51;Pizza Margherita;1;Small;8,0;Luca;12;52003
2025-11-02;17:47;Pizza Funghi;3;Medium;27,0;Sophie;3;52004
2025-11-02;22:27;Pizza Margherita;2;Large;20,0;Maria;10;52005
2025-11-02;14:57;Pizza Hawaii;3;Small;27,0;Maria;6;52006
2025-11-02;17:02;Pizza Funghi;3;Large;33,75;Jonas;3;52007
2025-11-02;21:35;Pizza Funghi;2;Large;22,5;Maria;7;52008
2025-11-02;18:03;Pizza Diavola;3;Small;30,0;Luca;12;52009
2025-11-03;21:55;Pizza Margherita;3;Large;30,0;Maria;3;52010
2025-11-03;22:52;Pizza Margherita;2;Large;20,0;Maria;8;52011
2025-11-03;21:56;Pizza Salami;2;Medium;18,0;Mark;9;52012
2025-11-03;11:09;Pizza Hawaii;3;Small;27,0;Luca;5;52013
2025-11-03;11:19;Pizza Diavola;3;Large;37,5;Jonas;11;52014
2025-11-03;22:46;Pizza Hawaii;2;Large;22,5;Luca;9;52015
2025-11-03;20:46;Pizza Margherita;1;Small;8,0;Mark;10;52016
2025-11-03;18:49;Pizza Diavola;2;Small;20,0;Jonas;9;52017
2025-11-03;11:47;Pizza Salami;3;Large;33,75;Sophie;7;52018
2025-11-03;11:47;Pizza Diavola;3;Large;37,5;Maria;3;52019
2025-11-03;20:38;Pizza Salami;2;Large;22,5;Maria;6;52020
2025-11-03;11:07;Pizza Funghi;1;Small;9,0;Jonas;11;52021
2025-11-03;13:30;Pizza Diavola;2;Large;25,0;Luca;3;52022
2025-11-03;19:33;Pizza Funghi;3;Large;33,75;Luca;12;52023
2025-11-03;17:10;Pizza Margherita;2;Medium;16,0;Eva;4;52024
2025-11-03;11:03;Pizza Salami;3;Small;27,0;Maria;4;52025
2025-11-04;11:37;Pizza Hawaii;1;Large;11,25;Maria;7;52026
2025-11-04;17:50;Pizza Salami;1;Medium;9,0;Eva;11;52027
2025-11-04;18:39;Pizza Prosciutto;3;Small;27,0;Jonas;11;52028
2025-11-04;19:05;Pizza Prosciutto;1;Large;11,25;Jonas;10;52029
2025-11-04;12:38;Pizza Diavola;1;Medium;10,0;Maria;10;52030
2025-11-04;17:33;Pizza Margherita;3;Small;24,0;Maria;4;52031
2025-11-04;11:12;Pizza Funghi;2;Medium;18,0;Maria;8;52032
2025-11-04;14:52;Pizza Salami;3;Large;33,75;Luca;8;52033
2025-11-04;11:11;Pizza Diavola;3;Small;30,0;Jonas;5;52034
2025-11-04;14:00;Pizza Diavola;1;Small;10,0;Maria;10;52035
2025-11-04;13:35;Pizza Margherita;2;Small;16,0;Maria;6;52036
2025-11-04;13:51;Pizza Margherita;3;Small;24,0;Maria;8;52037
2025-11-04;12:32;Pizza Diavola;2;Large;25,0;Maria;1;52038
2025-11-04;20:23;Pizza Diavola;3;Small;30,0;Jonas;3;52039
2025-11-04;22:56;Pizza Diavola;1;Large;12,5;Jonas;3;52040
2025-11-04;19:52;Pizza Hawaii;1;Small;9,0;Luca;9;52041
2025-11-04;14:05;Pizza Salami;1;Large;11,25;Eva;12;52042
2025-11-04;22:34;Pizza Margherita;3;Large;30,0;Eva;4;52043
2025-11-04;13:42;Pizza Salami;2;Large;22,5;Mark;3;52044
2025-11-04;20:43;Pizza Diavola;3;Medium;30,0;Jonas;3;52045
2025-11-04;12:50;Pizza Funghi;1;Large;11,25;Luca;12;52046
2025-11-04;22:55;Pizza Margherita;3;Medium;24,0;Eva;4;52047
2025-11-04;19:50;Pizza Salami;2;Medium;18,0;Luca;4;52048
